# emoji	name	group	subgroup	version	codes	terms
🤦🏼‍♂️	man facepalming: medium-light skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,shoushi,ss,manfacepalmingmediumlightskintone,man,facepalming,medium,light,skin,tone,manfacepalming,facepalmingmedium,mediumlight,lightskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|男|男性|浅肤色|中浅肤色|人物|人|身体|手势
🤦🏽‍♂️	man facepalming: medium skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nan,nanxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,shoushi,ss,manfacepalmingmediumskintone,man,facepalming,medium,skin,tone,manfacepalming,facepalmingmedium,mediumskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|男|男性|中等肤色|人物|人|身体|手势
🤦🏾‍♂️	man facepalming: medium-dark skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,manfacepalmingmediumdarkskintone,man,facepalming,medium,dark,skin,tone,manfacepalming,facepalmingmedium,mediumdark,darkskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|男|男性|中深肤色|深肤色|人物|人|身体|手势
🤦🏿‍♂️	man facepalming: dark skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nan,nanxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,manfacepalmingdarkskintone,man,facepalming,dark,skin,tone,manfacepalming,facepalmingdark,darkskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|男|男性|深肤色|人物|人|身体|手势
🤦‍♀️	woman facepalming	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nv,nvxing,nx,renwu,rw,ren,shenti,st,shoushi,ss,womanfacepalming,woman,facepalming,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|女|女性|人物|人|身体|手势
🤦🏻‍♀️	woman facepalming: light skin tone	People & Body	person-gesture	4.0	damafannv,dmfn,jiujienv,jjn,toudanv,tdn,toutengnv,ttn,mafannv,mfn,damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,jiujienan,toudanan,toutengnan,mafannan,nv,nvxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,shoushi,ss,womanfacepalminglightskintone,woman,facepalming,light,skin,tone,womanfacepalming,facepalminglight,lightskin,skintone,peoplebody,persongesture	大麻烦女|纠结女|头大女|头疼女|麻烦女|大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|女|女性|浅肤色|人物|人|身体|手势
🤦🏼‍♀️	woman facepalming: medium-light skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nv,nvxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,shoushi,ss,womanfacepalmingmediumlightskintone,woman,facepalming,medium,light,skin,tone,womanfacepalming,facepalmingmedium,mediumlight,lightskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|女|女性|浅肤色|中浅肤色|人物|人|身体|手势
🤦🏽‍♀️	woman facepalming: medium skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nv,nvxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,shoushi,ss,womanfacepalmingmediumskintone,woman,facepalming,medium,skin,tone,womanfacepalming,facepalmingmedium,mediumskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|女|女性|中等肤色|人物|人|身体|手势
🤦🏾‍♀️	woman facepalming: medium-dark skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nv,nvxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,womanfacepalmingmediumdarkskintone,woman,facepalming,medium,dark,skin,tone,womanfacepalming,facepalmingmedium,mediumdark,darkskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|女|女性|中深肤色|深肤色|人物|人|身体|手势
🤦🏿‍♀️	woman facepalming: dark skin tone	People & Body	person-gesture	4.0	damafan,dmf,jiujie,jj,touda,td,touteng,tt,mafan,mf,damafannan,dmfn,jiujienan,jjn,toudanan,tdn,toutengnan,ttn,mafannan,mfn,damafannv,jiujienv,toudanv,toutengnv,mafannv,nv,nvxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,womanfacepalmingdarkskintone,woman,facepalming,dark,skin,tone,womanfacepalming,facepalmingdark,darkskin,skintone,peoplebody,persongesture	大麻烦|纠结|头大|头疼|麻烦|大麻烦男|纠结男|头大男|头疼男|麻烦男|大麻烦女|纠结女|头大女|头疼女|麻烦女|女|女性|深肤色|人物|人|身体|手势
🤷	person shrugging	People & Body	person-gesture	3.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,renwu,rw,ren,shenti,st,shoushi,ss,personshrugging,person,shrugging,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|人物|人|身体|手势
🤷🏻	person shrugging: light skin tone	People & Body	person-gesture	3.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,qianfuse,qfs,renwu,rw,ren,shenti,st,shoushi,ss,personshrugginglightskintone,person,shrugging,light,skin,tone,personshrugging,shrugginglight,lightskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|浅肤色|人物|人|身体|手势
🤷🏼	person shrugging: medium-light skin tone	People & Body	person-gesture	3.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,shoushi,ss,personshruggingmediumlightskintone,person,shrugging,medium,light,skin,tone,personshrugging,shruggingmedium,mediumlight,lightskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|浅肤色|中浅肤色|人物|人|身体|手势
🤷🏽	person shrugging: medium skin tone	People & Body	person-gesture	3.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,shoushi,ss,personshruggingmediumskintone,person,shrugging,medium,skin,tone,personshrugging,shruggingmedium,mediumskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|中等肤色|人物|人|身体|手势
🤷🏾	person shrugging: medium-dark skin tone	People & Body	person-gesture	3.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,personshruggingmediumdarkskintone,person,shrugging,medium,dark,skin,tone,personshrugging,shruggingmedium,mediumdark,darkskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|中深肤色|深肤色|人物|人|身体|手势
🤷🏿	person shrugging: dark skin tone	People & Body	person-gesture	3.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,personshruggingdarkskintone,person,shrugging,dark,skin,tone,personshrugging,shruggingdark,darkskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|深肤色|人物|人|身体|手势
🤷‍♂️	man shrugging	People & Body	person-gesture	4.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nan,nanxing,nx,renwu,rw,ren,shenti,st,shoushi,ss,manshrugging,man,shrugging,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|男|男性|人物|人|身体|手势
🤷🏻‍♂️	man shrugging: light skin tone	People & Body	person-gesture	4.0	buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nan,nanxing,nx,qianfuse,qfs,renwu,rw,ren,shenti,st,shoushi,ss,manshrugginglightskintone,man,shrugging,light,skin,tone,manshrugging,shrugginglight,lightskin,skintone,peoplebody,persongesture	不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|男|男性|浅肤色|人物|人|身体|手势
🤷🏼‍♂️	man shrugging: medium-light skin tone	People & Body	person-gesture	4.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nan,nanxing,nx,qianfuse,qfs,zhongqianfuse,zqfs,renwu,rw,ren,shenti,st,shoushi,ss,manshruggingmediumlightskintone,man,shrugging,medium,light,skin,tone,manshrugging,shruggingmedium,mediumlight,lightskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|男|男性|浅肤色|中浅肤色|人物|人|身体|手势
🤷🏽‍♂️	man shrugging: medium skin tone	People & Body	person-gesture	4.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nan,nanxing,nx,zhongdengfuse,zdfs,renwu,rw,ren,shenti,st,shoushi,ss,manshruggingmediumskintone,man,shrugging,medium,skin,tone,manshrugging,shruggingmedium,mediumskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|男|男性|中等肤色|人物|人|身体|手势
🤷🏾‍♂️	man shrugging: medium-dark skin tone	People & Body	person-gesture	4.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nan,nanxing,nx,zhongshenfuse,zsfs,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,manshruggingmediumdarkskintone,man,shrugging,medium,dark,skin,tone,manshrugging,shruggingmedium,mediumdark,darkskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|男|男性|中深肤色|深肤色|人物|人|身体|手势
🤷🏿‍♂️	man shrugging: dark skin tone	People & Body	person-gesture	4.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nan,nanxing,nx,shenfuse,sfs,renwu,rw,ren,shenti,st,shoushi,ss,manshruggingdarkskintone,man,shrugging,dark,skin,tone,manshrugging,shruggingdark,darkskin,skintone,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|男|男性|深肤色|人物|人|身体|手势
🤷‍♀️	woman shrugging	People & Body	person-gesture	4.0	buzhidao,bzd,buguan,bg,buguanwoshi,bgws,wuzhi,wz,wuguanwoshi,wgws,suoyine,syn,tanshou,ts,xiaobude,xbd,wusuowei,wsw,wunengweili,wnwl,renbude,rbd,buzhidaonan,bzdn,buguannan,bgn,buguanwoshinan,bgwsn,wuzhinan,wzn,wuguanwoshinan,wgwsn,suoyinenan,synn,tanshounan,tsn,xiaobudenan,xbdn,wusuoweinan,wswn,wunengweilinan,wnwln,renbudenan,rbdn,buzhidaonv,buguannv,buguanwoshinv,wuzhinv,wuguanwoshinv,suoyinenv,tanshounv,xiaobudenv,wusuoweinv,wunengweilinv,renbudenv,nv,nvxing,nx,renwu,rw,ren,shenti,st,shoushi,ss,womanshrugging,woman,shrugging,peoplebody,persongesture	不知道|不管|不关我事|唔知|唔关我事|所以呢|摊手|晓不得|无所谓|无能为力|认不得|不知道男|不管男|不关我事男|唔知男|唔关我事男|所以呢男|摊手男|晓不得男|无所谓男|无能为力男|认不得男|不知道女|不管女|不关我事女|唔知女|唔关我事女|所以呢女|摊手女|晓不得女|无所谓女|无能为力女|认不得女|女|女性|人物|人|身体|手势
